INFO  2019-07-19 18:00:36,913 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=636991560232228548  
INFO  2019-07-19 18:00:36,919 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 122.7647ms 200 text/css
INFO  2019-07-19 18:00:36,923 [11   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/animate.css/animate.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\lib\animate.css\animate.css'
INFO  2019-07-19 18:00:36,927 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 244.9728ms 200 text/css
INFO  2019-07-19 18:00:36,948 [11   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/css/style.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\css\style.css'
INFO  2019-07-19 18:00:36,954 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 160.3024ms 200 text/css
INFO  2019-07-19 18:00:36,971 [14   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)
INFO  2019-07-19 18:00:36,990 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)
INFO  2019-07-19 18:00:37,028 [14   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) with arguments (, False) - Validation state: Valid
INFO  2019-07-19 18:00:37,077 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) with arguments (Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) - Validation state: Valid
INFO  2019-07-19 18:00:37,179 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/fonts/material-icons/materialicons.woff2  
INFO  2019-07-19 18:00:37,208 [7    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/fonts/material-icons/materialicons.woff2'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\fonts\material-icons\materialicons.woff2'
INFO  2019-07-19 18:00:37,210 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 38.0484ms 200 font/woff2
WARN  2019-07-19 18:00:37,235 [14   ] naries.DictionaryBasedLocalizationSource - Can not find 'Orders' in localization source 'UltimateInvocing'!
INFO  2019-07-19 18:00:37,329 [14   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 299.1688ms.
INFO  2019-07-19 18:00:37,335 [14   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2019-07-19 18:00:37,338 [14   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 364.9774ms
INFO  2019-07-19 18:00:37,341 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 492.9631ms 200 application/x-javascript; charset=utf-8
INFO  2019-07-19 18:00:37,347 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore), returned result Microsoft.AspNetCore.Mvc.ContentResult in 268.6204ms.
INFO  2019-07-19 18:00:37,350 [6    ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2019-07-19 18:00:37,353 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 360.8215ms
